"","1"
"203",0.996077502703813
"204",0.995729711152744
"205",1.64368850612673e-07
"206",6.04090919787132e-08
"207",7.44761576542852e-08
"208",0.994916437531507
"209",0.965963839550448
"210",0.742926613760255
"211",0.0591991770008025
"212",0.958338209136142
"213",0.995016720542247
"214",0.203795749664931
"215",0.292452824786899
"216",0.267347535379185
"217",3.39123648690242e-05
"218",0.000263102314592344
"219",0.995559067737754
"220",0.998629760995083
"221",2.0974881842875e-07
"222",4.94042528141254e-07
"223",1.45071762632351e-07
"224",1.32655987561331e-07
"225",9.4254539350976e-08
"226",1.25203260995505e-07
"227",1.07236901776082e-07
"228",0.997903912688355
"229",0.992594782126913
"230",1.54025267136059e-07
"231",3.95402867985473e-05
"232",0.977955003969343
"233",0.994300188080512
"234",2.91045643961526e-07
"235",2.66258906991348e-08
"236",4.83120418164303e-08
"237",0.970453538512782
"238",0.992935805435993
"239",5.80527436182389e-10
"240",7.84367843294677e-07
"241",0.916745661594953
"242",0.993836688608495
"243",1.86452782629874e-07
"244",0.949674822645819
"245",0.992130988160445
"246",1.19978897729922e-06
"247",1.02496589529823e-05
"248",1.30714520499443e-09
"249",0.94674156687191
"250",0.986449027207722
"251",0.123259384630025
"252",0.122225274600732
"253",0.041268602480438
"254",0.0396408715571462
"255",0.984295674919861
"256",0.999361778786667
"257",0.212050613282735
"258",0.189313303260355
"259",0.00015497195345116
"260",3.82183081033794e-07
"261",0.0102990826333433
"262",0.998762064132699
"263",0.999104683856667
"264",0.00147955289405966
"265",7.19610097570898e-06
"266",2.73594245269968e-05
"267",0.99902253469941
"268",0.999916843318861
"269",4.95288031055666e-05
"270",0.000325961677340453
"271",1.89319730319957e-06
"272",0.999892182359063
"273",0.999977824985596
"274",0.379761381077557
"275",0.704165508553143
"276",1.59368103784079e-05
"277",0.00229000824455358
"278",0.999989487112003
"279",0.999996712737904
"280",1.43078342374035e-05
"281",0.999998818711115
"282",0.999838784956027
"283",1.8293827918592e-06
"284",0.999689502100934
"285",0.99232265652697
"286",0.000179460680746447
"287",0.000202888299562796
"288",4.59400881070316e-07
"289",0.971032308090724
"290",0.993849888873069
"291",0.919322447517866
"292",0.99338523600814
"293",1.7321630526642e-05
"294",1.35388658924329e-05
"295",1.61360234616666e-05
"296",4.18007071062635e-10
"297",0.000107411961461474
"298",0.919035394600788
"299",0.986421114648189
"300",0.000165100019435655
"301",0.867821012372706
"302",0.971619760963469
"303",0.997924562863602
"304",0.0149449613316955
"305",0.0019434079391632
"306",0.00197742433244643
"307",0.00210571677515044
"308",0.0320879010603497
"309",0.997302133115002
"310",0.95866591752754
"311",0.459004641693
"312",0.384306386207908
"313",0.12600448368145
"314",0.0713250331435691
"315",0.370521315302258
"316",0.559826005051392
"317",0.980325968622706
"318",0.997621917356078
"319",0.934189536067718
"320",0.000797604421147424
"321",2.59061098343579e-06
"322",0.997413591261385
"323",0.989759181997359
"324",3.0080133291694e-05
"325",0.990434206033192
"326",0.999861708708367
"327",0.999883996640711
"328",0.0118652332671376
"329",0.0147904043441084
"330",0.00372962693050492
"331",0.0531584116156413
"332",0.000125181689014679
"333",0.898885482048754
"334",0.999948013008474
"335",0.999931855857722
"336",0.997905981655423
"337",0.862691582593432
"338",5.96232857730279e-08
"339",2.5077446073311e-08
"340",0.989573348734493
"341",0.996472675686313
"342",0.995928257813466
"343",0.89252732188522
"344",0.00441664012104413
"345",0.994992152540107
"346",0.994663609323316
"347",0.994611111137382
"348",0.901504089602616
"349",0.736074605839396
"350",0.939343284378072
"351",0.995132137774999
"352",0.995238096090465
"353",0.214314971689704
"354",0.996985441198321
"355",0.998076570071432
"356",0.993643569224706
"357",0.996693410995371
"358",0.991260528479371
"359",0.988368923717699
"360",0.994911041516011
"361",0.000755282110962367
"362",0.775734591399584
"363",0.982498693840524
"364",0.988343198846303
"365",0.986551349365384
"366",0.00818677273773982
"367",0.857850254798802
"368",0.985222307507073
"369",0.986383099180255
"370",0.00144256491159129
"371",5.68631582730851e-05
"372",3.29110813530985e-08
"373",0.285412653972859
"374",0.879188259005712
"375",0.994686335177782
"376",0.990987461214862
"377",0.913296967619887
"378",0.92293594355372
"379",0.318305562985716
"380",0.99522122561331
"381",0.994864357577957
"382",0.95820959158545
"383",0.98899491642379
"384",0.995390880055952
"385",0.993748271158191
"386",0.374587621897856
"387",0.29005642922279
"388",0.862594142473383
"389",0.182352796921071
"390",0.0283356631680086
"391",0.992554950955931
"392",0.993979895184681
"393",0.385705129317603
"394",0.765908964996982
"395",3.44833742207429e-05
"396",0.995101880344773
"397",0.999986446715733
"398",3.80421141179179e-05
"399",0.00033468075113127
"400",0.999988244515685
"401",0.999955574667685
"402",0.0077968964935684
"403",6.34587979728415e-05
"404",0.00338809246538375
"405",1.76559873719069e-07
"406",0.999973719850652
"407",0.999810915187285
"408",4.46801021537807e-05
"409",3.5975110100491e-06
"410",0.999728081606029
"411",0.998447355613914
"412",0.000373234385379588
"413",0.000189922737631777
"414",0.996527654020606
"415",0.999996461563152
"416",0.999515090360027
"417",0.999210635008671
"418",0.923244421346816
"419",5.32849333516663e-06
"420",1.5141402875904e-06
"421",0.999558554217665
"422",0.999779509331808
"423",0.0200530030617986
"424",4.38020019758414e-06
"425",4.56423047410871e-06
"426",0.393596195188983
"427",0.00187585275149996
"428",0.999616266593524
"429",0.999233129313558
"430",0.000676362335029228
"431",3.94246719832795e-05
"432",0.000875782973192574
"433",0.998768108621866
"434",0.993625697270874
"435",0.992508507984651
"436",0.99326227671628
"437",0.915032824078498
"438",0.738974278414354
"439",0.799360891599217
"440",0.808014796293423
"441",0.775678965542511
"442",0.464867304721805
"443",2.70377539256573e-07
"444",0.110897418286422
"445",0.966616369999286
"446",0.997284515223553
"447",0.997122622388101
"448",0.994207420820792
"449",0.989939263045123
"450",0.990275812204714
"451",0.990208176369783
"452",0.990808133306505
"453",0.245366275821726
"454",0.191826947565126
"455",0.9801709107345
"456",0.978169550909651
"457",0.992833880603509
"458",0.998603098422946
"459",0.997645556651044
"460",0.973879378688195
"461",0.998136043178757
"462",0.996599089916055
"463",0.994652775522653
"464",0.991425172255302
"465",0.740589887160299
"466",0.038961126756552
"467",0.0860461586404307
"468",0.780264345759642
"469",0.791473212480559
"470",0.892021760374846
"471",0.0571726677309381
"472",0.0179599748444506
"473",0.993860902191379
"474",0.999901043424455
"475",0.999941009668852
"476",2.05172334827604e-05
"477",1.60622756375761e-09
"478",0.999925442322584
"479",0.999735614202383
"480",0.998718278711408
"481",0.00733596128680324
"482",0.00323320991516259
"483",0.000652727879047968
"484",0.999725835016089
"485",0.997970708640363
"486",0.000119407631356465
"487",0.000189817026800627
"488",0.996899758148211
"489",0.995997207840235
"490",0.998081650534139
"491",0.543905223505108
"492",0.573457101794951
"493",1.00392579597785e-07
"494",0.996630773313715
"495",0.997879004091896
"496",0.861899476023358
"497",0.0473899322653856
"498",1.43464803145312e-05
"499",0.0349362854301055
"500",0.998919049983453
"501",0.999846795971693
"502",0.000169554160619851
"503",0.000151897153741367
"504",5.5080122865225e-06
"505",0.0266776162396634
"506",0.993024463565171
"507",0.996748575478256
"508",0.000224964358688712
"509",0.922188877818318
"510",0.997224469165669
"511",0.999799479272812
"512",0.999691808678894
"513",0.994445848605218
"514",0.998454503342022
"515",0.99175233885339
"516",0.990997042936463
"517",0.0552726948187799
"518",0.998351885595015
"519",0.998537709176637
"520",0.995155599264852
"521",0.990734273336406
"522",0.997020495617088
"523",0.998543041190271
"524",0.999966133102872
"525",0.0179276628461093
"526",0.999964481200307
"527",0.999930949762554
"528",0.999474748980726
"529",0.0726997041142887
"530",0.98417726025591
"531",0.611426605551058
"532",0.999925056491433
"533",0.999951432930105
"534",0.999970797916354
"535",0.904485885060249
"536",0.967936157151149
"537",0.999959922933046
"538",0.999893654744105
"539",3.60417013640229e-05
"540",7.35502990660647e-05
"541",0.999853417059964
"542",0.997770080548549
"543",0.997605076206238
"544",8.10884599208228e-08
"545",0.940875944130018
"546",0.977837175640312
"547",0.999249367770386
"548",0.99902059841977
"549",0.535811888746983
"550",0.617805327896088
"551",0.932254394899023
"552",0.998703025994482
"553",0.999216167098847
"554",0.99451816076005
"555",0.747876778602557
"556",0.751371085766064
"557",0.787187735423388
"558",4.41059975988614e-05
"559",0.765640863074565
"560",0.99911504133788
"561",0.999991264702414
"562",0.000467178376772171
"563",2.79217091104104e-07
"564",5.00873312376296e-06
"565",0.999996974227521
"566",0.999999303767259
"567",0.895300877881679
"568",1.03513031401606e-05
"569",0.999999260940374
"570",0.999985987926234
"571",0.999939563106966
"572",0.000419466998483168
"573",0.999993588715191
"574",0.999979070250763
"575",0.012533762568025
"576",0.999912202976837
"577",0.99997080299415
"578",0.999965668759798
"579",0.999918823853875
"580",0.000126074959662937
"581",0.688337875374009
"582",0.000129011926350891
"583",0.99994957645326
"584",0.999944354726582
"585",0.9966311180592
"586",0.941397608798126
"587",3.38020247531191e-05
"588",0.891858329262538
